city,latitude,longitude,name,state,count
Toronto,43.6568437,-79.5886563,Toronto Ribfest,ON,3
Phoenix,33.662874,-111.985474,Reach 11 Recreation Area,AZ,3
Las Vegas,36.0291159,-115.11489309999999,Ricky Hoover Men's Grooming,NV,1
Phoenix,33.3030372,-111.98635120000002,Timeless Laser and Skin,AZ,1
Toronto,43.6368544,-79.39662009999999,Touti Gelati and Cafe,ON,2
Las Vegas,36.107502000000004,-115.17470800000001,Stella McCartney,NV,1
Toronto,43.6698863244,-79.3756731833,Tim Hortons,ON,4
Toronto,43.6883105,-79.39464079999999,Brookfield Property Management Corporation,ON,3
Las Vegas,36.17224,-115.195779,Vans,NV,1
Phoenix,33.5426183,-112.0466078,The World Egg Bank,AZ,8
Las Vegas,36.1185522,-115.1546953,Starbucks,NV,3
Phoenix,33.449188,-112.0772,Epic Hot Dogs,AZ,1
Toronto,43.666060200000004,-79.40701999999999,"Jiva Salon, Spa & Nutrition",ON,1
Las Vegas,36.111272,-115.19051699999999,National Stone,NV,15
Las Vegas,36.014597200000004,-115.1171168,ICU Computer Solutions,NV,2
Phoenix,33.6558418,-112.0985274,Subway Restaurants,AZ,4
Toronto,43.7037112,-79.41329250000001,Legally Blonde Salon,ON,1
Las Vegas,36.163011100000006,-115.1583136,Perfumes 4 U,NV,3
Las Vegas,36.174425,-115.27703600000001,Big Burgers & Pizza,NV,2
Phoenix,33.56982,-112.11916799999999,Stag Tobacconists and Gifts,AZ,3
Las Vegas,36.1736531,-115.1172558,Burger King,NV,8
Toronto,43.7008018,-79.3968608,Nancy Manipedi Spa,ON,1
Toronto,43.6537151,-79.40032940000002,Dr. Comics,ON,1
Las Vegas,36.153624,-115.10576640000001,Nevada Auto Collision Center,NV,1
Phoenix,33.5813797664,-112.1307191625,Frank's Demo Grading and Hauling,AZ,3
Toronto,43.649181899999995,-79.48348320000001,Bloor West Village Women's Clinic,ON,1
Las Vegas,36.0739865,-115.11682150000001,Home Bazaar,NV,3
Phoenix,33.662944200000005,-112.01823290000002,Water Heater Central,AZ,5
Toronto,43.667654399999996,-79.4420863,Canada Post,ON,2
Las Vegas,36.2117708,-115.2489832,"Adult Medicine Specialist of Las Vegas: Darren Wirtz, D.O",NV,4
Las Vegas,36.1056011,-115.1416111,Honors College - UNLV,NV,1
Phoenix,33.6402663339,-112.0255906507,Hernandez Landscaping,AZ,3
Las Vegas,36.1150723,-115.1418179,King Kratom 420 Smoke Shop,NV,6
Las Vegas,36.2745653,-115.25361389999999,Meraki Dance Academy,NV,1
Toronto,43.702813899999995,-79.45478659999999,Avenue Road Roofing,ON,3
Phoenix,33.5997615,-112.1175873,Lincoln Air,AZ,3
Phoenix,33.6960979,-112.1043824,Peace Properties,AZ,2
Las Vegas,36.0396606424,-115.00282287600001,Pet Pros On The Go,NV,1
Las Vegas,36.05702,-115.278479,Cheba Hut Durango,NV,10
Las Vegas,36.1255114021,-115.212024105,Almond Milk Creamery,NV,5
Las Vegas,36.042595,-115.11533,LV  Wedding Connection,NV,1
Toronto,43.6844147663,-79.3177106604,Hastings Barber Shop,ON,1
Toronto,43.644746500000004,-79.416172,Ron's Cigar Store,ON,2
Las Vegas,36.2138158,-115.25051289999999,Noorda J Cal MD,NV,2
Las Vegas,36.0447645,-115.24405130000001,Lunar Pottery,NV,1
Las Vegas,36.1333968,-115.2784416,Baroque Beauty Center,NV,6
Las Vegas,36.0748072,-115.1869706,Arms Unlimited,NV,33
Las Vegas,36.0408755,-115.19959180000001,Las Vegas Motor Coach Resort,NV,2
Las Vegas,36.1470478384,-115.1042321697,TJ Motors,NV,2
Phoenix,33.5078554,-112.11661940000002,Silverado Canta Bar,AZ,3
Phoenix,33.4742966,-112.22191540000001,"Rusty Jones, DDS",AZ,2
Phoenix,33.4805784492,-112.2560408324,Palm Valley Women's Care,AZ,4
Las Vegas,36.1261984,-115.19335490000002,World of Feng Shui,NV,1
Phoenix,33.7965434,-112.1193572,Infuse IV Nutrition and Sport Recovery,AZ,1
Toronto,43.6749081,-79.43103029999999,PC Mechanix,ON,1
Toronto,43.6483466783,-79.3986667603,Nova Cannabis,ON,4
Phoenix,33.4659534,-112.0170368,Tacos Culichi,AZ,5
Phoenix,33.448345,-111.9838281,Namecheap,AZ,8
Phoenix,33.6742747545,-111.97329998010001,PetSmart,AZ,25
Phoenix,33.4831908919,-112.06820022309999,Cigna Medical Group,AZ,10
Phoenix,33.47204489999999,-112.238425,Quick N Clean,AZ,20
Las Vegas,36.1258444,-115.21184199999999,Yunnan Tasty Garden,NV,34
Las Vegas,36.1458072998,-115.19301794299999,Expo Nails,NV,11
Phoenix,33.4652546644,-111.97510527680001,Enterprise Rent-A-Car,AZ,17
Las Vegas,36.173294399999996,-115.0618236,Rilibertos Fresh Mexican Food,NV,21
Toronto,43.644670399999995,-79.5227111,Billy Jacks Po' Boys,ON,14
Toronto,43.7243367,-79.2902658,Spin Dessert Cafe,ON,4
Phoenix,33.4950039809,-112.01615,Dutch Bros Coffee,AZ,10
Toronto,43.6834924,-79.32379399999999,Subway,ON,3
Las Vegas,36.080824,-115.147024,Pandora Jewelry,NV,2
Las Vegas,36.1408418,-115.14304979999999,Your Vacation Destinations,NV,26
Las Vegas,36.108410799999994,-115.2781558,Donut Mania,NV,69
Las Vegas,36.276816,-115.20758300000001,Sport Clips Haircuts of Northwest Las Vegas,NV,13
Las Vegas,36.127543,-115.16913400000001,Dynamite,NV,4
Phoenix,33.4874467,-112.01340390000001,"Keats, Connelly and Associates",AZ,5
Las Vegas,36.17244,-115.195826,LensCrafters,NV,19
Las Vegas,36.1060063113,-115.1495598257,7-Eleven,NV,9
Toronto,43.6624099,-79.3837258,The Captain's Boil,ON,46
Phoenix,33.563441999999995,-112.08936820000001,Dex Media,AZ,4
Phoenix,33.4177218,-111.99058159999998,Rotech Healthcare,AZ,3
Phoenix,33.5707310217,-112.06168316879999,U-Haul of Sunnyslope,AZ,3
Las Vegas,36.17263,-115.195475,Regis Salon,NV,7
Toronto,43.6502434,-79.3886911,Mi Taco Taqueria,ON,17
Las Vegas,36.0805421,-115.11285459999999,Monument Construction,NV,3
Las Vegas,36.02115429999999,-115.11915520000001,Shish Kabob House,NV,14
Las Vegas,36.21842410000001,-115.24315759999999,Guthrie's,NV,7
Phoenix,33.480641999999996,-112.13803999999999,Apex Carpet Cleaning And Flood Restoration,AZ,2
Las Vegas,36.1759019,-115.13708319999999,Biomat USA,NV,17
Las Vegas,35.9208835,-115.1652008,Kiss The Cook Catering,NV,1
Phoenix,33.5083659,-112.1104243,Bill Luke CJDR,AZ,436
Las Vegas,36.100640399999996,-115.1331919,Moe's Meaty Messy Meals,NV,2
Las Vegas,36.1689461,-115.1410324,Premier Club Tours,NV,9
Las Vegas,36.041340999999996,-115.15251059999999,Vons,NV,22
Las Vegas,36.084502146300004,-115.2415929397,Cloud 9 Hookah Lounge,NV,22
Las Vegas,36.1008259,-115.10168940000001,A Tailor,NV,2
Las Vegas,36.0489726,-115.2243463,Phantasy Hair Salon,NV,5
Toronto,43.6471853,-79.51294190000002,Perfect Nail Spa,ON,12
Phoenix,33.71277429999999,-112.1414642,Yogurtology Stetson Village,AZ,1
Phoenix,33.6556294,-112.01546499999999,Lucky's Pizza,AZ,2
Las Vegas,36.0700432228,-115.17467546719999,Bonefish Grill,NV,146
Toronto,43.8079833564,-79.30024873,Zion Building Supplies,ON,1
Phoenix,33.4517257,-112.09678629999999,The Willow House,AZ,3
Toronto,43.6612087,-79.38256070000001,Grace Nails Salon,ON,5
Las Vegas,36.099874,-115.22573200000001,Office Depot,NV,2
Toronto,43.6672279,-79.37897480000001,The Grand Hive Mansion,ON,3
Las Vegas,36.11575,-115.13217279999999,Extended Stay America - Las Vegas - East Flamingo,NV,39
Las Vegas,36.2380092637,-115.21029860649999,Sun's Thai Food,NV,53
Las Vegas,36.145928000000005,-115.312858,HomeGoods,NV,16
Toronto,43.645665,-79.405458,Wild North Flowers,ON,1
Las Vegas,36.0123716681,-115.1527261412,New Day Cafe,NV,42
Phoenix,33.496052299999995,-112.0137361,FASTSIGNS,AZ,2
Phoenix,33.5095307,-112.0701095,Streets of New York,AZ,58
Las Vegas,36.12110560000001,-115.13841809999998,Discount Shoe Factory,NV,14
Phoenix,33.6262751,-112.01981940000002,Homes By Dwight,AZ,1
Las Vegas,36.0101879,-115.12170309999999,Famous Footwear,NV,10
Phoenix,33.4365134286,-112.0482496944,Burger King,AZ,18
Toronto,43.647128,-79.396451,Avenue Open Kitchen,ON,5
Toronto,43.6445283,-79.41810079999999,Laya Spa & Yoga,ON,11
Toronto,43.6542705,-79.3738182,Discount Car and Truck Rentals,ON,11
Phoenix,33.4367477471,-111.9966790685,Sweet Republic,AZ,11
Las Vegas,36.16328,-115.28799,REI,NV,17
Las Vegas,36.1452339368,-115.20994278200001,Sahara Chrysler Jeep Dodge Ram,NV,273
Phoenix,33.496252500000004,-112.04714799999999,Drumbeat Indian Arts,AZ,1
Las Vegas,36.0123098,-115.11896229999999,Chicago Tasty Dogs,NV,9
Phoenix,33.410313099999996,-112.00457779999999,Mobile Mini Portable Storage,AZ,3
Phoenix,33.6034933,-111.9765061,Ulta Beauty,AZ,25
Phoenix,33.4954776,-112.0045939,Circle K,AZ,4
Las Vegas,36.263878469,-115.2600411623,24 Hour Fitness - NW Las Vegas Ann Road,NV,50
Toronto,43.6711025,-79.38696230000001,Tim Hortons,ON,3
Phoenix,33.640249,-112.09757820000002,The Cleaning Solution,AZ,42
Las Vegas,36.125695,-115.16747099999999,Vertu,NV,1
Las Vegas,36.14570985,-115.20477827,T Nail and Spa,NV,19
Las Vegas,36.1430817,-115.2536257,Hedary's Mediterranean Restaurant,NV,31
Phoenix,33.331712100000004,-111.9793374,Jiffy Lube,AZ,15
Toronto,43.6744597,-79.38822929999999,Civello Rosedale Salon & Spa,ON,20
Las Vegas,36.2650734694,-115.2591718651,Aura Infrared Spa,NV,1
Toronto,43.644136100000004,-79.3998112,H & Co.,ON,1
Las Vegas,36.1605429,-115.320922,AT&T Authorized Retailer,NV,4
Las Vegas,36.127644000000004,-115.168356,Stripburger and Chicken,NV,141
Phoenix,33.487742,-112.065386,Starbucks,AZ,87
Toronto,43.6695199,-79.3023547,Beach Bird Restaurant,ON,6
Phoenix,33.6579412692,-111.9319458917,AZ Kabob House,AZ,19
Las Vegas,36.115162,-115.2319877,Adrineh Yeghnazary - 1st Priority Realty,NV,1
Las Vegas,36.1623687,-115.1647376,Avella Specialty Pharmacy,NV,7
Toronto,43.7366198,-79.3446503,Fabbrica,ON,40
Las Vegas,36.274442799999996,-115.2594486,"The Dog Sitter, LLC",NV,1
Las Vegas,36.1120738,-115.3028306,Hampton Inn & Suites Las Vegas-Red Rock/Summerlin,NV,21
Toronto,43.775864500000004,-79.414118,Formocha North York,ON,7
Toronto,43.644372793,-79.4030193239,Freshii,ON,7
Toronto,43.7081764,-79.38956999999999,Mount Pleasant Pharmacy,ON,1
Toronto,43.656250799999995,-79.3929338,Baldwin Naturals-Organic Food Market,ON,2
Las Vegas,36.2030023756,-115.24158330819999,BaBa's Chinese Kitchen,NV,2
Las Vegas,36.10076061,-115.10188180870001,Yatai Japanese Grill & Pub,NV,3
Phoenix,33.4796788,-111.9839678,For Nails Only,AZ,52
Toronto,43.6465718459,-79.3751659244,Eggspectation,ON,11
Las Vegas,36.117734000000006,-115.171361,O'Sheas Pub,NV,60
Las Vegas,36.2186914344,-115.3144033929,Coco Donuts,NV,12
Toronto,43.645908,-79.44865920000001,The Friendly Thai,ON,32
Toronto,43.6576309,-79.45304909999999,Amato Real Pizza,ON,13
Phoenix,33.495237800000005,-111.9905351,Camelback Flowershop,AZ,10
Toronto,43.7261884,-79.4620385,Kidnetix Edu-Play Centre,ON,9
Phoenix,33.4982798,-111.98659939999999,Psychic Consultations,AZ,1
Toronto,43.653224,-79.38032790000001,Sport Chek Toronto Eaton Centre,ON,9
Phoenix,33.4528436259,-112.0685890174,Cold Stone Creamery,AZ,18
Phoenix,33.330958,-111.978668,The Nosh Cafe,AZ,76
Phoenix,33.4756102,-112.1276068,Superior Glass,AZ,1
Phoenix,33.508837,-112.045781,Starbucks,AZ,26
Toronto,43.777343200000004,-79.41546740000001,Scissorhands Salon & Spa,ON,6
Las Vegas,36.1270386,-115.20981909999999,The Foot Spa,NV,205
Las Vegas,36.2744979,-115.25250249999999,Capriotti's Sandwich Shop,NV,23
Las Vegas,36.1787524,-115.1357853,Las Vegas-Clark County Library System - Las Vegas Library,NV,8
Phoenix,33.439861,-111.931078,Papago Park,AZ,12
Phoenix,33.56751920000001,-112.06910819999999,Central Car Care,AZ,7
Phoenix,33.5227694199,-112.04862952209999,Tangible Tanning,AZ,7
Phoenix,33.6532463,-112.10107990000002,Julia's Nails,AZ,8
Toronto,43.665886799999996,-79.4035094,Annex Family Chiropractic,ON,1
Las Vegas,36.172531899999996,-115.197258,Murray's Salon & Barbershop,NV,17
Las Vegas,36.0720252991,-115.17925262450001,Shelby Heritage Center,NV,4
Toronto,43.664587,-79.3247622,Any Direct Flight,ON,4
Las Vegas,36.1586764,-115.19458970000001,A-1 Vacuum & Sewing,NV,5
Las Vegas,36.1268130858,-115.191401273,Xo Liquor,NV,5
Toronto,43.6573124,-79.3741798,Pizza Hut,ON,1
Phoenix,33.5094153,-112.03960659999998,Johnny Locksmith,AZ,9
Toronto,43.7036091,-79.3879946,Mogette Bistro,ON,5
Phoenix,33.317289,-111.9777108,Zwirl,AZ,9
Las Vegas,36.2617027789,-115.186670296,Children's Learning Adventure,NV,7
Toronto,43.7048361,-79.4060686,Daisy Mart,ON,2
Toronto,43.686116060299995,-79.3103429675,Nails House,ON,4
Toronto,43.713729799999996,-79.37779870000001,Tim Hortons,ON,1
Las Vegas,36.1581858,-115.24416709999998,NY Nails,NV,5
Phoenix,33.4438042,-112.1310986,Primavera Cleaning Solutions,AZ,12
Las Vegas,36.0952252,-115.29730179999999,Carvel,NV,3
Toronto,43.6563034,-79.45335820000001,Enigma Coffee and Food,ON,4
Phoenix,33.6385053,-112.05341240000001,The LIttle Clinic,AZ,2
Phoenix,33.5787636,-112.13300819999999,Apartment Hunters,AZ,13
Phoenix,33.6914,-111.99921661379999,All Mobile Matters,AZ,1
Toronto,43.7576745,-79.4091085,Rabba Fine Foods,ON,3
Toronto,43.6600210207,-79.4257186455,Ebi Sushi,ON,6
Phoenix,33.612382000000004,-111.97905420000001,"Leslie's Pool Supplies, Service & Repair",AZ,10
Las Vegas,36.2106462222,-115.2804969517,Spirals Hair & Nail Studio,NV,3
Las Vegas,36.115829,-115.24106440000001,CVS Pharmacy,NV,15
Toronto,43.6483154,-79.3714179,Aren't We Sweet,ON,2
Las Vegas,36.233614,-115.251469,Starmutts Groomerie,NV,4
Las Vegas,36.077363,-115.2981173,Munch Box,NV,9
Las Vegas,36.269677,-115.314075,Mindy Bean Photography,NV,2
Toronto,43.6777822,-79.3500334,Mong-Kut Thai,ON,9
Toronto,43.824157714799995,-79.27797698970001,Goldhawk Park Public Library,ON,3
Phoenix,33.397168,-112.07366599999999,Enterprise Rent-A-Car,AZ,1
Toronto,43.6369529,-79.4708099,John Edgar Photography,ON,2
Las Vegas,36.096258899999995,-115.22175290000001,Stonegate Townhouse Apartments,NV,2
Phoenix,33.638416299999996,-112.1511426,Paradise Car Wash,AZ,3
Las Vegas,36.127314,-115.135724,Sears Appliance Repair,NV,12
Las Vegas,36.185951,-115.254378,Pioneer Park,NV,1
Phoenix,33.581405,-112.126527,Yogis Grill,AZ,20
Toronto,43.677854499999995,-79.35123540000001,Kokkino Lounge,ON,1
Las Vegas,36.1219473,-115.3144258,Eli Sabat Beauty Salon,NV,15
Las Vegas,36.126577399999995,-115.2259262,Taiwan Kitchen,NV,4
Las Vegas,36.130528000000005,-115.243408,Smiles Today Dental,NV,7
Las Vegas,36.1244115892,-115.16924582120001,Chloe,NV,1
Toronto,43.6462122,-79.409922,Ben Sherman,ON,2
Phoenix,33.505970399999995,-112.0827347,Consign At Chez,AZ,1
Las Vegas,36.135655,-115.161507,Kristofer's Steak House,NV,3
Toronto,43.716946500000006,-79.4006959,Good Nails,ON,3
Phoenix,33.5244238,-112.1136334,Jake's Bethany Auto Service,AZ,2
Toronto,43.6551217,-79.37796440000001,St. Michael's Cathedral,ON,1
Las Vegas,36.1693249,-115.2236236,Bernstein & Poisson,NV,20
Toronto,43.70161470000001,-79.29717690000001,Big Bite Burgerz,ON,1
Las Vegas,36.169709600000004,-115.1236952,Frankie Moreno,NV,2
Las Vegas,36.1957256,-115.0686953,Northeast Animal Hospital,NV,4
Toronto,43.669144,-79.3391627,McDonald's,ON,4
Phoenix,33.4924765,-112.12651629999999,Heath Consultants,AZ,2
Las Vegas,36.115198,-115.29403700000002,Sorelle Pizza and Pasta,NV,3
Toronto,43.776559000000006,-79.234824,La Sani Grill,ON,27
Toronto,43.645427399999996,-79.5224317,A&W,ON,2
Las Vegas,36.0843559,-115.279599,Jr's Place,NV,2
Las Vegas,36.1472,-115.1892,Sin City Angel Spa,NV,9
Phoenix,33.447551000000004,-112.047375,Ingallina's Box Lunch,AZ,3
Phoenix,33.566128000000006,-112.07346000000001,Don Guido's Chicago Style Hot Dogs,AZ,1
Las Vegas,36.1007,-115.102946,Putter's Bar & Grill,NV,5
Las Vegas,36.144861999999996,-115.25393899999999,Toro Tax Services- West Valley,NV,3
Las Vegas,36.281985399999996,-115.26824669999999,Bonanza Cat Hospital,NV,11
Toronto,43.6482406,-79.3987306,White Squirrel Snack Shop,ON,1
Las Vegas,36.2184364,-115.32349909999999,Green Cleaners,NV,4
Las Vegas,36.196583000000004,-115.06260900000001,Nevada State Bank,NV,2
Las Vegas,36.126656949099996,-115.2242819387,Icy Juicy,NV,106
Phoenix,33.6225273,-112.03024109999998,"Cohen Joseph Richard DDS, PC",AZ,3
Toronto,43.6252108,-79.5278947,Gib-San Pools,ON,3
Toronto,43.6538242,-79.42414649999999,"Osler Martin ,OD",ON,2
Toronto,43.6713722,-79.389146,Marvel Beauty Schools,ON,2
Toronto,43.773053000000004,-79.47224,Sandy's Diner,ON,1
Toronto,43.6662739,-79.3173645,Audio Oasis,ON,1
Toronto,43.6451535,-79.5223102,Flair Cleaners,ON,1
Las Vegas,36.080966700000005,-115.22448529999998,Auto Glass Repair & Auto Window Regulator Repair,NV,1
Phoenix,33.470565,-111.97790800000001,St. Francis Catholic Cemetery,AZ,4
Toronto,43.708434000000004,-79.362741,X-Copper,ON,10
Las Vegas,36.0963775978,-115.1007342339,Serenity Tattoo Removal,NV,8
Phoenix,33.5069094,-112.0467987,Allstate Self-Storage,AZ,2
Las Vegas,35.983684600000004,-115.1900739,House and Parlour,NV,2
Las Vegas,36.035749200000005,-115.1533426,Diamond Landscape & Sprinkler Repair,NV,1
Las Vegas,36.0733581,-115.1150784,MOLLY MAID of Central Las Vegas,NV,3
Toronto,43.7010687,-79.4262813,The Pursuit of Frosting,ON,1
Phoenix,33.470445299999994,-112.06573540000001,Simon's Vegan Hot Dogs,AZ,1
Phoenix,33.479403999999995,-112.012147,Panaderia Y Tortilleria,AZ,6
Toronto,43.678142,-79.40943299999999,Casa Loma,ON,48
Las Vegas,36.158601000000004,-115.141201,Traffic Ticket,NV,1
Las Vegas,36.014612899999996,-115.1554271,Ah-Sah-EE Cafe,NV,5
Toronto,43.6539712093,-79.4446283441,Knot Just Dreads,ON,1
Phoenix,33.487708857600005,-112.06910680979999,Phoenix Neurology & Sleep Medicine,AZ,6
Las Vegas,36.11905720000001,-115.14301270000001,Prime by Pinnacle,NV,24
Phoenix,33.3203351419,-111.9847884222,East Valley Family Medical,AZ,5
Toronto,43.733599,-79.345104,Mantra,ON,9
Phoenix,33.5673920183,-112.0708545353,Starbucks,AZ,9
Las Vegas,36.01282,-115.1570475,Cutting Edge Barber Shop -Silverado Ranch,NV,2
Phoenix,33.4484947861,-112.0483847335,Lighting Unlimited,AZ,3
Las Vegas,36.0620040446,-115.25015891870001,Famous Footwear,NV,2
Las Vegas,36.1381508,-115.17434240000001,Doc's Performance Customs and Repair,NV,2
Toronto,43.6695816,-79.3885728,Pilot Coffee Roasters,ON,3
Las Vegas,36.1158003,-115.09017220000001,The UPS Store,NV,8
Toronto,43.7018074,-79.5751352,Q's Shawarma,ON,3
Phoenix,33.5527633,-112.05360459999999,Psychic Reader,AZ,1
Phoenix,33.304061499999996,-111.97986909999999,Arizona Federal Credit Union,AZ,9
Phoenix,33.5851256,-112.0992034,CBL Livestock & Show Supply,AZ,1
Las Vegas,36.1988542,-115.2659777,Marquez House Cleaning Service,NV,1
Phoenix,33.638685200000005,-112.147993,Visible Changes Hair and Nail Salon,AZ,1
Toronto,43.7686976,-79.4131633,Subway,ON,1
Toronto,43.766439,-79.4720052,Suq,ON,1
Las Vegas,36.164388,-115.289697,Mastroianni Fashions,NV,1
Toronto,43.7625088,-79.4105316,Basil Box,ON,3
Las Vegas,36.1474842,-115.2991769,The Gents Place Las Vegas,NV,1
Toronto,43.761778,-79.35191490000001,Allevio Pain Management,ON,1
Toronto,43.7061150992,-79.4044360154,North Toronto Memorial Community Centre,ON,1
Phoenix,33.627548299999994,-112.05956029999999,Aloha Pools,AZ,2
Las Vegas,36.084619599999996,-115.29319709999999,Liberty Mutual Insurance,NV,1
Las Vegas,36.1712956769,-115.16146077030001,Costco Gasoline,NV,1
Toronto,43.6459076,-79.3878224,Brioche Dorée,ON,1
Phoenix,33.4869269,-112.0826912,Lighten Up Laser,AZ,3
Las Vegas,36.175287700000005,-115.27712120000001,Southwestern Management And Realty Team,NV,22
Toronto,43.729911,-79.41889350000001,Hearts Canada,ON,3
Toronto,43.6717547,-79.3877131,Skin Vitality Medical Clinic,ON,2
Las Vegas,36.1587537,-115.0693267,Cali's Scoops,NV,1
Las Vegas,36.2073463,-115.30090159999999,Costello Realty & Management,NV,22
Las Vegas,36.1688741912,-115.0625201508,U-Haul Moving & Storage at Nellis Blvd,NV,4
Toronto,43.650181599999996,-79.3885468,M Models & Talent Agency,ON,5
Phoenix,33.6052603,-112.1334506,Prestige Realty,AZ,4
Las Vegas,36.0574729,-115.1564462,Brenda Casas - CrossCountry Mortgage,NV,1
Phoenix,33.5072313,-112.0307767,Matrixx Initiatives,AZ,1
Las Vegas,36.1172631,-115.20993290000001,Xtreme Party Rentals,NV,1
Las Vegas,36.1632812,-115.14338319999999,Nevada Legal Services,NV,1
Las Vegas,36.1209635,-115.3135297,"The Bonati Spine Institute - Las Vegas, NV",NV,1
Las Vegas,36.0925566839,-115.2012553042,The Beacon Center,NV,1
Phoenix,33.614982,-112.03492299999999,Sexton Pest Control,AZ,34
Las Vegas,36.1700962,-115.1449611,Chart House,NV,55
Phoenix,33.3377046576,-111.9947783418,Odelay Bagel,AZ,11
Las Vegas,36.2620095,-115.25776680000001,Painted Desert Golf Club,NV,22
Toronto,43.6562329,-79.39231840000001,Mcramyun,ON,10
Toronto,43.6449713,-79.5327411,Gohyang Restaurant + Bar,ON,4
Phoenix,33.4962047,-112.02123540000001,O Bar & Grill,AZ,12
Toronto,43.664278700000004,-79.4146459,Hair 1010,ON,12
Las Vegas,36.204123100000004,-115.24770120000001,Elite Endoscopy,NV,6
Phoenix,33.552869500199996,-112.1337118492,Papa John's Pizza,AZ,10
Las Vegas,36.2007119,-115.280083249,Big Lots,NV,9
Phoenix,33.4946038,-112.00304799999999,Poor Little Rich Girl,AZ,8
Phoenix,33.649575532600004,-111.9261534244,Jaguar North Scottsdale,AZ,16
Phoenix,33.505390999999996,-112.07412,Elevation on Central Luxury Apartments,AZ,9
Las Vegas,36.199130700000005,-115.24152839999999,Borders Books Music & Cafe,NV,6
Toronto,43.634087318599995,-79.41123962399999,Budweiser Stage,ON,19
Toronto,43.647493,-79.39250799999999,Flock Rotisserie + Greens,ON,18
Las Vegas,36.128151,-115.17308799999999,M.A.C. - Nordstrom Fashion Show,NV,8
Phoenix,33.5935104,-112.0991314,The Beaver Bar & Grill,AZ,8
Las Vegas,36.143749,-115.14148600000001,Bad Attitude Boutique - The Corset Store,NV,5
Toronto,43.7915662,-79.3666354,Leslie Cafe,ON,11
Las Vegas,35.952828000000004,-115.1760676,Combat Zone Paintball,NV,11
Toronto,43.7732379,-79.44264059999999,Express Pizza & Grill,ON,6
Phoenix,33.507996999999996,-112.04798600000001,Harvey's Wineburger,AZ,51
Las Vegas,36.0990311,-115.1708014,Cherry Boom Boom,NV,1
Phoenix,33.679192799999996,-112.0315685,Quick Quack Car Wash - Phoenix,AZ,11
Las Vegas,36.1965051773,-115.24920736440001,FedEx Office Print & Ship Center,NV,38
Las Vegas,36.147262,-115.29996399999999,Hanabi Sushi and Rolls,NV,75
Phoenix,33.507454888299996,-112.0401309058,Corner Bakery Cafe,AZ,19
Phoenix,33.640232,-111.979545,The Haymaker Restaurant,AZ,71
Phoenix,33.5090603,-112.0594575,Biltmore Barber Shop,AZ,3
Las Vegas,36.1548474,-115.20730320000001,Olive Garden Italian Restaurant,NV,87
Toronto,43.771052399999995,-79.4685428,Toronto North Mitsubishi,ON,3
Las Vegas,36.108512,-115.30929499999999,JCPenney Portraits,NV,22
Toronto,43.648594700000004,-79.38745250000001,Tequila Sun Rise Cantina & Grill,ON,8
Toronto,43.666146000000005,-79.387636,Baywood Clinic,ON,2
Phoenix,33.4483771,-112.07403729999999,Dirt Busters of Arizona,AZ,3
Phoenix,33.4939412,-112.23698130000001,La Pasadita Hot Dogs,AZ,7
Toronto,43.677144899999995,-79.3529361,Basil Express Restaurant,ON,4
Las Vegas,36.169941200000004,-115.13982959999998,Foreclosed Upon Pets,NV,11
Las Vegas,36.021245,-115.26656799999999,Don Tortaco Mexican Grill,NV,92
Toronto,43.64956,-79.425389,Essen,ON,5
Phoenix,33.553771399999995,-112.1009835,Joe's Philly Steak & More,AZ,27
Toronto,43.6289467,-79.3944199,Logojoy,ON,3
Las Vegas,36.021345399999994,-115.12672420000001,Great Clips,NV,14
Las Vegas,36.222260999999996,-115.173851,Roto-Rooter Plumbing Service,NV,6
Phoenix,33.4279797311,-112.0656235276,Lumber Liquidators,AZ,14
Las Vegas,36.145865,-115.20638999999998,Chamango,NV,22
Phoenix,33.5084523,-112.2676754,Haggard Chiropractic,AZ,3
Toronto,43.647298600000006,-79.3736447,Fionn MacCool's,ON,8
Phoenix,33.6092740857,-112.13508278040001,Casa Filipina Bakeshop & Restaurant,AZ,30
Phoenix,33.506295187199996,-111.9862208774,Scottsdale Air Heating & Cooling,AZ,5
Las Vegas,36.041622100000005,-115.1930706,Big Lots,NV,7
Las Vegas,36.1022415493,-115.2102559591,Charlie Frias Park,NV,12
Las Vegas,36.0669510251,-115.25123465809999,Bourbon Street,NV,28
Phoenix,33.4337228,-112.02333440000001,Alaska Airlines,AZ,16
Phoenix,33.521137666,-112.0942970247,Harkins Theatres Christown 14,AZ,21
Phoenix,33.5814208836,-112.1230072067,Wingstop,AZ,24
Toronto,43.7259981416,-79.2867549509,Spring 'N Fresh Rolls,ON,16
Phoenix,33.530524,-112.10486000000002,Phoenix Tennis Center,AZ,4
Las Vegas,36.2178319107,-115.24058307979999,Subway Restaurants,NV,11
Las Vegas,36.1595287253,-115.23273030280001,Chipotle Mexican Grill,NV,25
Phoenix,33.7122475,-112.1020088,Mi Familia Mexican Food,AZ,8
Phoenix,33.5530966,-112.1357952,Pho 35,AZ,1
Las Vegas,36.118652935300005,-115.1743390498,The Art of Shaving,NV,7
Las Vegas,36.2389590822,-115.2115675337,Craig Road Animal Hospital,NV,103
Las Vegas,36.1267945039,-115.2410376816,Lee's Korean BBQ,NV,182
Phoenix,33.5813148,-112.09899309999999,Giant Manhattan Pizza & Pasta,AZ,14
Phoenix,33.675815,-111.97182099999999,Cold Stone Creamery,AZ,15
